sector,rating,next_rating,barrier
services_pro,BBB,C,-inf
services_pro,BB,C,-inf
services_pro,B,C,-1.2851739599895098
services_pro,C,C,0.8271302058416301
services_pro,AAA,D,-inf
services_pro,A,D,-inf
services_pro,BBB,D,-inf
services_pro,BB,D,-inf
services_pro,B,D,-2.8606053957804676
services_pro,C,D,-1.7412906000251969
